[33, 34, 52, 36, 55, 40]
[40, 50, 63, 60, 52, 55]
[59, 55, 52, 33, 52, 44]
[59, 50, 40, 61, 41, 43]
[50, 55, 49, 60, 47, 37]
[47, 55, 50, 58, 40, 61]
[62, 40, 48, 43, 33, 48]
[62, 51, 35, 47, 37, 59]
[46, 55, 43, 61, 50, 48]
[42, 61, 48, 36, 34, 63]
[61, 41, 45, 59, 59, 47]
[39, 44, 58, 62, 32, 54]
[46, 35, 35, 59, 33, 55]
[45, 59, 62, 59, 58, 42]
[47, 50, 42, 49, 53, 53]
[39, 40, 45, 53, 42, 44]
[44, 55, 41, 50, 32, 45]
[60, 33, 47, 58, 42, 33]
[39, 63, 57, 55, 45, 50]
[60, 54, 45, 49, 36, 54]
[53, 49, 42, 37, 61, 34]
[58, 36, 35, 63, 59, 58]
[41, 59, 40, 51, 52, 46]
[43, 53, 41, 59, 45, 42]
[40, 55, 51, 32, 50, 37]
[47, 37, 37, 61, 57, 34]
[62, 60, 40, 56, 35, 46]
[51, 47, 39, 48, 60, 56]
[39, 38, 36, 44, 32, 42]
[35, 59, 53, 63, 41, 39]
[48, 55, 59, 38, 42, 52]
[43, 34, 47, 57, 52, 46]
[32, 52, 53, 63, 45, 63]
[35, 63, 56, 61, 43, 59]
[48, 44, 32, 63, 44, 62]
[50, 51, 44, 59, 51, 58]
[35, 53, 35, 35, 56, 32]
[62, 56, 53, 58, 34, 37]
[48, 48, 55, 60, 50, 45]
[53, 41, 37, 49, 32, 43]
[52, 37, 37, 42, 45, 32]
[41, 50, 55, 54, 38, 35]
[61, 57, 34, 52, 42, 40]
[35, 56, 56, 45, 51, 32]
[58, 56, 34, 62, 51, 51]
[46, 49, 32, 51, 36, 54]
[38, 59, 62, 47, 53, 55]
[47, 55, 46, 42, 54, 45]
[50, 35, 32, 36, 35, 52]
[45, 38, 61, 39, 45, 45]
[42, 63, 36, 43, 57, 54]
[49, 57, 63, 51, 43, 47]
[49, 54, 59, 40, 38, 47]
[42, 37, 37, 52, 60, 43]
[44, 59, 58, 54, 41, 57]
[62, 56, 33, 57, 52, 49]
[54, 54, 57, 57, 36, 58]
[56, 48, 40, 38, 46, 43]
[60, 55, 59, 42, 48, 48]
[32, 55, 63, 60, 54, 35]
[50, 35, 39, 59, 49, 61]
[38, 45, 56, 56, 36, 54]
[46, 47, 60, 33, 37, 35]
[57, 52, 32, 39, 57, 37]
[51, 46, 42, 35, 60, 53]
[41, 36, 57, 39, 36, 33]
[48, 42, 43, 51, 59, 59]
[55, 35, 34, 48, 47, 39]
[36, 34, 43, 38, 62, 41]
[51, 46, 46, 53, 39, 45]
[49, 37, 32, 41, 35, 43]
[49, 62, 57, 46, 48, 40]
[59, 47, 44, 51, 38, 51]
[55, 45, 54, 51, 62, 38]
[59, 39, 61, 48, 38, 32]
[53, 55, 47, 46, 59, 41]
[57, 43, 35, 58, 36, 39]
[51, 44, 58, 36, 58, 58]
[52, 55, 35, 35, 50, 57]
[39, 46, 60, 45, 43, 43]
[44, 36, 42, 45, 43, 53]
[44, 63, 32, 52, 45, 34]
[62, 36, 49, 54, 53, 43]
[54, 41, 40, 39, 55, 32]
[53, 53, 42, 34, 57, 61]
[37, 56, 58, 59, 47, 45]
[60, 60, 54, 55, 45, 33]
[56, 43, 47, 51, 50, 34]
[41, 55, 55, 38, 54, 39]
[37, 60, 54, 48, 45, 47]
[55, 45, 59, 50, 34, 49]
[33, 58, 32, 45, 59, 52]
[45, 56, 62, 58, 37, 47]
[61, 52, 32, 42, 60, 43]
[49, 43, 46, 44, 60, 51]
[51, 36, 40, 51, 35, 47]
[56, 62, 39, 34, 56, 47]
[43, 45, 39, 49, 32, 57]
[51, 52, 32, 41, 57, 32]
[58, 63, 46, 40, 51, 32]
[38, 56, 43, 34, 48, 44]
[47, 47, 33, 45, 45, 37]
[46, 32, 38, 56, 41, 41]
[37, 38, 45, 35, 63, 45]
[36, 60, 37, 48, 32, 40]
[47, 56, 43, 62, 32, 45]
[43, 55, 55, 36, 60, 33]
[33, 61, 42, 36, 43, 42]
[57, 38, 46, 58, 63, 36]
[53, 45, 32, 41, 51, 63]
[35, 61, 45, 49, 53, 33]
[33, 52, 40, 49, 39, 45]
[38, 35, 37, 60, 42, 33]
[56, 51, 36, 50, 49, 62]
[61, 54, 54, 39, 51, 51]
[53, 61, 42, 34, 54, 36]
[51, 34, 62, 52, 42, 62]
[57, 56, 55, 60, 32, 45]
[54, 55, 53, 41, 47, 44]
[43, 45, 32, 58, 38, 41]
[44, 37, 37, 41, 49, 36]
