[45, 57, 60, 56, 51, 59]
[52, 59, 39, 58, 40, 48]
[55, 50, 32, 43, 41, 48]
[48, 47, 36, 47, 55, 39]
[44, 45, 51, 37, 53, 34]
[32, 58, 39, 62, 47, 60]
[57, 60, 61, 56, 55, 62]
[49, 54, 44, 59, 57, 32]
[62, 37, 37, 44, 36, 56]
[51, 62, 55, 62, 36, 54]
[50, 44, 45, 55, 40, 38]
[46, 57, 51, 36, 33, 47]
[61, 49, 54, 38, 44, 49]
[63, 46, 51, 32, 56, 50]
[33, 40, 46, 58, 49, 46]
[50, 57, 46, 63, 49, 35]
[42, 39, 40, 54, 63, 47]
[42, 39, 46, 41, 51, 52]
[56, 49, 56, 37, 54, 37]
[42, 56, 48, 40, 62, 45]
[63, 50, 55, 49, 44, 40]
[60, 59, 63, 53, 55, 45]
[56, 45, 62, 63, 45, 41]
[60, 39, 43, 53, 53, 61]
[62, 46, 42, 57, 37, 54]
[52, 38, 43, 43, 34, 37]
[42, 46, 46, 62, 51, 37]
[35, 60, 52, 54, 63, 61]
[49, 48, 60, 45, 34, 42]
[39, 38, 63, 44, 41, 61]
[43, 62, 40, 55, 37, 44]
[34, 47, 38, 36, 35, 57]
[39, 44, 57, 40, 51, 47]
[40, 55, 52, 60, 59, 59]
[33, 44, 48, 54, 49, 45]
[63, 56, 44, 47, 48, 48]
[62, 42, 48, 55, 38, 42]
[45, 39, 62, 40, 60, 61]
[41, 36, 54, 55, 53, 56]
[47, 60, 48, 56, 41, 40]
[40, 57, 35, 55, 37, 48]
[37, 55, 58, 53, 52, 58]
[61, 59, 52, 49, 35, 58]
[59, 57, 35, 57, 40, 35]
[58, 59, 33, 61, 34, 39]
[54, 63, 50, 35, 49, 56]
[44, 52, 39, 56, 54, 59]
[42, 49, 60, 41, 60, 58]
[52, 48, 37, 60, 42, 47]
[32, 52, 33, 44, 61, 50]
[50, 35, 61, 60, 34, 42]
[39, 59, 36, 60, 46, 57]
[40, 54, 44, 41, 45, 45]
[55, 63, 58, 54, 63, 62]
[32, 49, 50, 41, 36, 59]
[36, 54, 39, 50, 54, 42]
[40, 35, 58, 59, 60, 47]
[48, 36, 52, 40, 59, 63]
[63, 56, 56, 52, 52, 37]
[60, 53, 36, 42, 48, 63]
[60, 42, 38, 34, 50, 33]
[37, 50, 62, 53, 41, 53]
[62, 46, 60, 49, 38, 41]
[43, 47, 44, 62, 44, 59]
[44, 57, 55, 40, 46, 54]
[41, 39, 56, 59, 38, 48]
[60, 46, 37, 32, 62, 59]
[62, 62, 53, 39, 53, 43]
[44, 33, 41, 60, 57, 51]
[62, 48, 53, 36, 61, 34]
[41, 48, 51, 57, 49, 40]
[43, 39, 35, 35, 42, 58]
[47, 47, 51, 39, 48, 32]
[42, 36, 55, 39, 52, 55]
[44, 56, 43, 51, 60, 32]
[54, 40, 45, 51, 62, 34]
[58, 55, 58, 38, 37, 46]
[62, 56, 55, 61, 34, 56]
[50, 53, 63, 37, 52, 41]
[45, 60, 54, 57, 53, 34]
[43, 51, 44, 53, 46, 58]
[44, 43, 56, 55, 45, 58]
[48, 50, 60, 35, 52, 50]
[60, 59, 49, 46, 57, 62]
[63, 54, 59, 43, 50, 63]
[34, 61, 43, 42, 42, 47]
[54, 37, 42, 53, 32, 36]
[55, 48, 54, 36, 53, 51]
[57, 48, 36, 48, 51, 44]
[49, 54, 63, 36, 60, 33]
[33, 61, 37, 49, 54, 45]
