[55, 32, 54, 41, 41, 46]
[50, 49, 52, 47, 41, 54]
[57, 57, 57, 63, 52, 34]
[58, 42, 33, 34, 40, 42]
[57, 58, 47, 54, 50, 37]
[62, 55, 57, 49, 57, 35]
[33, 55, 60, 52, 57, 60]
[38, 57, 60, 35, 58, 44]
[53, 43, 37, 60, 42, 56]
[36, 36, 48, 41, 43, 33]
[59, 59, 37, 52, 58, 47]
[50, 41, 47, 59, 57, 40]
[59, 60, 63, 45, 60, 38]
[56, 54, 54, 33, 62, 52]
[56, 36, 55, 55, 36, 56]
[34, 41, 46, 57, 63, 63]
[59, 34, 55, 40, 46, 43]
[37, 32, 43, 34, 40, 46]
[35, 63, 46, 52, 41, 34]
[61, 40, 46, 58, 62, 44]
[53, 57, 38, 54, 38, 49]
[59, 51, 51, 44, 45, 32]
[51, 55, 33, 57, 59, 57]
[44, 42, 60, 56, 41, 59]
[57, 38, 56, 46, 60, 36]
[50, 35, 50, 61, 51, 53]
[35, 36, 60, 43, 61, 60]
[49, 49, 41, 46, 34, 42]
[58, 39, 49, 58, 57, 34]
[49, 55, 36, 45, 54, 63]
[60, 57, 43, 63, 36, 41]
[42, 54, 45, 44, 63, 62]
[61, 45, 45, 36, 35, 45]
[41, 63, 45, 40, 50, 59]
[57, 54, 33, 37, 54, 56]
[35, 62, 44, 32, 59, 59]
[49, 35, 38, 49, 57, 38]
[59, 62, 58, 38, 42, 40]
[33, 46, 50, 50, 34, 38]
[56, 35, 32, 39, 43, 59]
[61, 59, 35, 53, 61, 58]
[47, 32, 34, 35, 49, 59]
[38, 59, 58, 47, 61, 57]
[53, 56, 56, 52, 52, 43]
[55, 46, 53, 37, 34, 42]
[50, 34, 45, 62, 62, 33]
[45, 47, 45, 49, 63, 52]
[36, 49, 58, 37, 58, 52]
[42, 38, 45, 56, 36, 45]
[32, 33, 55, 41, 61, 54]
[36, 55, 46, 39, 34, 48]
[40, 45, 51, 37, 41, 32]
[57, 52, 50, 44, 33, 49]
[61, 33, 59, 36, 49, 63]
[41, 48, 63, 62, 58, 48]
[49, 63, 42, 48, 44, 37]
[34, 47, 35, 35, 45, 55]
[49, 54, 37, 60, 44, 55]
[49, 40, 55, 37, 40, 39]
[52, 38, 63, 53, 55, 42]
[34, 52, 49, 36, 52, 56]
[37, 35, 46, 36, 58, 62]
[50, 63, 56, 57, 41, 35]
[49, 38, 50, 47, 45, 48]
[60, 49, 35, 36, 37, 50]
[42, 45, 47, 40, 51, 48]
[63, 43, 46, 38, 49, 38]
[44, 34, 35, 57, 49, 56]
[58, 33, 51, 62, 48, 60]
[62, 52, 63, 36, 32, 41]
[40, 42, 41, 38, 35, 47]
[34, 45, 50, 47, 45, 63]
[44, 35, 52, 36, 34, 63]
[53, 61, 41, 35, 60, 32]
[56, 32, 61, 57, 54, 62]
[43, 61, 34, 57, 34, 45]
[43, 46, 34, 38, 60, 51]
[35, 38, 35, 42, 52, 45]
[53, 54, 49, 48, 60, 38]
[45, 56, 55, 47, 34, 44]
[53, 38, 55, 37, 45, 49]
[44, 54, 43, 63, 57, 61]
[58, 44, 49, 33, 39, 49]
[37, 54, 32, 43, 61, 33]
[33, 62, 59, 35, 37, 60]
[53, 63, 38, 35, 34, 45]
[49, 51, 38, 56, 39, 48]
[33, 48, 37, 62, 62, 63]
[43, 47, 60, 53, 62, 34]
[55, 32, 32, 58, 32, 61]
[61, 38, 33, 42, 32, 42]
[46, 50, 54, 52, 38, 46]
[54, 43, 37, 44, 49, 58]
[58, 37, 32, 54, 55, 58]
[52, 58, 33, 36, 45, 62]
[32, 59, 55, 50, 43, 32]
[60, 42, 48, 47, 34, 42]
[56, 50, 48, 51, 48, 35]
[63, 33, 63, 39, 51, 32]
[50, 35, 50, 55, 62, 41]
[56, 42, 42, 32, 56, 34]
[38, 49, 58, 62, 34, 33]
[63, 43, 34, 43, 43, 57]
[54, 39, 37, 53, 55, 52]
[60, 57, 58, 32, 32, 55]
[39, 37, 44, 48, 32, 39]
[61, 53, 46, 54, 48, 34]
[42, 56, 46, 33, 32, 47]
[44, 47, 33, 52, 55, 62]
[63, 52, 36, 49, 32, 36]
[63, 57, 55, 42, 44, 60]
[56, 53, 41, 39, 37, 48]
[48, 34, 37, 60, 41, 53]
[62, 44, 41, 43, 53, 40]
[39, 34, 37, 49, 61, 41]
[54, 43, 52, 39, 45, 45]
[50, 37, 63, 54, 33, 63]
[55, 43, 61, 48, 42, 57]
[59, 46, 60, 42, 43, 38]
[63, 56, 47, 40, 48, 50]
[45, 32, 52, 37, 59, 44]
[39, 43, 55, 44, 42, 59]
[35, 41, 32, 46, 57, 33]
[39, 53, 35, 33, 57, 52]
[36, 59, 38, 60, 32, 58]
[33, 37, 34, 55, 58, 48]
[37, 32, 55, 40, 57, 54]
[43, 58, 36, 35, 53, 44]
[61, 58, 46, 61, 62, 59]
[32, 43, 45, 61, 53, 35]
[38, 55, 47, 40, 57, 55]
[33, 51, 36, 37, 53, 59]
[51, 38, 33, 41, 47, 50]
[56, 54, 46, 55, 53, 54]
[45, 58, 51, 33, 36, 52]
[59, 44, 51, 35, 51, 45]
[52, 49, 34, 35, 37, 45]
[62, 57, 42, 34, 38, 34]
[32, 46, 63, 38, 58, 40]
[52, 32, 49, 51, 53, 39]
[32, 46, 55, 60, 46, 56]
[44, 49, 42, 45, 62, 51]
[61, 49, 53, 47, 59, 61]
[45, 58, 35, 42, 44, 42]
[48, 51, 42, 58, 44, 45]
[46, 39, 58, 44, 33, 58]
[41, 62, 49, 42, 42, 43]
[48, 50, 61, 41, 36, 41]
[51, 36, 41, 47, 58, 58]
[49, 46, 37, 62, 61, 39]
[39, 51, 63, 62, 59, 56]
[57, 34, 42, 49, 34, 44]
[46, 42, 59, 49, 44, 41]
[46, 41, 35, 32, 59, 59]
[55, 34, 36, 54, 35, 44]
[40, 36, 40, 35, 60, 43]
[59, 36, 43, 53, 33, 32]
[35, 53, 36, 56, 63, 33]
[62, 34, 63, 47, 40, 56]
[63, 48, 43, 40, 47, 41]
[39, 55, 38, 41, 61, 46]
[53, 33, 42, 54, 63, 39]
[49, 38, 55, 49, 52, 42]
[33, 39, 54, 47, 59, 59]
[39, 59, 38, 60, 37, 63]
[33, 51, 39, 54, 48, 59]
[33, 53, 43, 49, 40, 42]
[50, 42, 33, 53, 32, 58]
[35, 52, 38, 49, 45, 45]
[41, 50, 36, 37, 34, 51]
[62, 40, 32, 48, 59, 34]
[55, 46, 38, 54, 33, 59]
[62, 57, 56, 36, 36, 41]
[56, 51, 35, 58, 40, 62]
[39, 33, 63, 62, 51, 52]
[42, 33, 57, 56, 39, 57]
[44, 51, 45, 41, 41, 49]
[62, 37, 62, 44, 61, 50]
[45, 39, 42, 44, 51, 51]
[56, 45, 54, 62, 61, 55]
[51, 62, 62, 43, 44, 59]
[42, 40, 58, 41, 45, 44]
