[55, 48, 58, 55, 63, 45]
[63, 61, 48, 34, 60, 32]
[45, 45, 49, 45, 38, 57]
[51, 44, 60, 57, 59, 57]
[56, 32, 61, 57, 62, 38]
[62, 33, 44, 61, 33, 37]
[44, 33, 40, 46, 51, 42]
[33, 53, 39, 52, 52, 44]
[38, 59, 45, 60, 60, 49]
[58, 50, 34, 62, 44, 32]
[32, 62, 45, 43, 52, 51]
[60, 50, 63, 59, 57, 62]
[34, 54, 63, 41, 60, 51]
[36, 63, 58, 42, 52, 56]
[51, 36, 34, 48, 48, 57]
[45, 56, 40, 37, 36, 43]
[44, 49, 46, 37, 59, 41]
[43, 40, 52, 35, 51, 54]
[36, 53, 39, 42, 41, 40]
[36, 45, 41, 38, 48, 36]
[54, 62, 49, 55, 55, 32]
[41, 33, 51, 34, 45, 36]
[40, 50, 53, 40, 43, 43]
[58, 53, 50, 37, 51, 41]
[48, 53, 47, 34, 37, 47]
[33, 32, 43, 39, 35, 46]
[33, 34, 44, 39, 52, 60]
[34, 33, 34, 60, 55, 63]
[50, 58, 49, 50, 39, 41]
[43, 50, 47, 51, 63, 63]
[57, 37, 37, 53, 62, 63]
[57, 49, 40, 53, 42, 60]
[59, 46, 52, 40, 62, 57]
[44, 32, 39, 48, 33, 35]
[35, 32, 54, 57, 55, 51]
[42, 63, 41, 32, 58, 59]
[33, 59, 39, 63, 61, 35]
[33, 36, 49, 52, 60, 56]
[47, 60, 33, 53, 57, 53]
[35, 61, 41, 63, 57, 57]
[32, 53, 46, 53, 43, 57]
[44, 39, 60, 62, 48, 32]
[46, 55, 51, 36, 63, 53]
[43, 47, 45, 56, 38, 42]
[35, 59, 59, 43, 32, 56]
[37, 62, 61, 43, 34, 45]
[43, 62, 61, 45, 60, 54]
[36, 35, 38, 43, 61, 50]
[62, 36, 45, 54, 46, 49]
[33, 58, 33, 41, 62, 60]
[47, 40, 47, 49, 59, 61]
[56, 34, 63, 49, 45, 58]
[42, 39, 32, 60, 48, 51]
[49, 56, 32, 37, 53, 32]
[58, 42, 38, 55, 40, 32]
[50, 60, 34, 60, 62, 60]
[39, 61, 45, 35, 39, 40]
[40, 43, 46, 42, 52, 34]
[47, 47, 38, 46, 32, 54]
[62, 40, 46, 56, 61, 37]
[32, 32, 45, 42, 44, 61]
[37, 39, 36, 38, 48, 60]
[33, 43, 50, 35, 37, 43]
[38, 61, 61, 39, 33, 32]
[61, 58, 61, 47, 49, 54]
[36, 62, 43, 53, 35, 42]
[53, 58, 59, 41, 61, 41]
[54, 60, 43, 49, 32, 59]
[34, 37, 55, 33, 56, 63]
[41, 63, 45, 37, 42, 38]
[49, 43, 49, 55, 37, 62]
[43, 61, 32, 36, 34, 58]
[48, 58, 36, 47, 32, 44]
[40, 49, 52, 44, 52, 61]
[38, 53, 40, 51, 59, 39]
[62, 33, 34, 48, 41, 38]
[40, 35, 51, 33, 41, 46]
[50, 63, 60, 53, 57, 43]
[36, 50, 45, 55, 36, 34]
[60, 47, 52, 51, 34, 51]
[61, 41, 43, 44, 63, 46]
[46, 43, 36, 39, 49, 54]
[36, 60, 33, 37, 46, 42]
[56, 40, 39, 36, 56, 47]
[32, 45, 44, 60, 39, 58]
[41, 45, 42, 59, 40, 51]
[52, 50, 36, 60, 56, 44]
[47, 34, 49, 60, 32, 51]
[63, 38, 60, 34, 63, 47]
[59, 51, 50, 61, 33, 52]
[46, 39, 62, 62, 32, 49]
[50, 49, 46, 33, 40, 46]
[48, 41, 47, 40, 60, 54]
[51, 52, 48, 36, 36, 57]
[58, 45, 39, 53, 52, 49]
[48, 63, 50, 56, 59, 57]
[40, 63, 58, 59, 60, 57]
[46, 54, 55, 39, 59, 56]
[52, 59, 59, 43, 56, 44]
[57, 49, 44, 38, 51, 48]
[35, 55, 42, 52, 39, 56]
[53, 36, 42, 54, 53, 60]
[46, 61, 47, 38, 39, 32]
[57, 60, 40, 62, 47, 50]
[62, 36, 61, 48, 61, 33]
[49, 59, 51, 44, 46, 34]
[41, 33, 50, 48, 39, 61]
[43, 46, 44, 42, 48, 51]
[43, 61, 49, 46, 41, 61]
[51, 53, 59, 42, 58, 37]
[34, 62, 52, 54, 52, 44]
[52, 33, 47, 53, 52, 39]
[48, 36, 35, 33, 46, 54]
[62, 59, 36, 42, 51, 57]
[35, 53, 44, 32, 34, 54]
[57, 53, 44, 60, 36, 37]
[36, 47, 45, 57, 40, 46]
[59, 45, 42, 38, 39, 51]
[34, 44, 62, 36, 34, 36]
[39, 43, 37, 42, 57, 49]
[33, 38, 37, 57, 40, 46]
[53, 40, 56, 63, 57, 39]
[48, 51, 34, 32, 53, 60]
[34, 34, 46, 38, 60, 57]
[58, 41, 61, 40, 46, 57]
[40, 45, 39, 49, 38, 60]
[45, 60, 50, 62, 38, 49]
[57, 60, 55, 51, 63, 42]
[59, 52, 63, 52, 36, 39]
[46, 35, 44, 47, 36, 63]
[37, 60, 48, 63, 53, 57]
[37, 51, 37, 60, 43, 49]
[40, 33, 33, 39, 53, 57]
[56, 53, 61, 51, 52, 41]
[51, 60, 36, 52, 52, 63]
[37, 32, 41, 38, 48, 37]
[61, 55, 56, 40, 62, 32]
[62, 42, 52, 54, 43, 63]
[39, 47, 44, 32, 58, 60]
[36, 59, 51, 50, 39, 32]
[43, 62, 59, 42, 36, 43]
[61, 49, 43, 62, 52, 46]
[59, 49, 60, 43, 62, 62]
[44, 33, 45, 50, 52, 44]
[36, 63, 49, 53, 44, 52]
[37, 41, 44, 38, 61, 51]
[54, 45, 59, 33, 57, 51]
[34, 35, 34, 63, 49, 43]
[55, 40, 50, 46, 39, 63]
[61, 40, 39, 52, 38, 62]
[51, 55, 48, 53, 54, 45]
[55, 60, 59, 53, 40, 58]
[44, 52, 62, 62, 39, 33]
[33, 37, 51, 40, 59, 53]
[62, 52, 49, 50, 45, 45]
[57, 35, 63, 46, 36, 48]
[57, 42, 53, 44, 41, 40]
[56, 53, 42, 34, 36, 52]
[32, 57, 58, 36, 48, 33]
[48, 33, 32, 53, 60, 44]
[58, 57, 48, 44, 37, 35]
[54, 61, 63, 33, 40, 46]
[48, 47, 58, 54, 36, 40]
[32, 34, 36, 37, 49, 45]
[63, 53, 39, 52, 51, 60]
[52, 36, 54, 50, 47, 32]
[60, 42, 42, 54, 57, 40]
[55, 48, 45, 61, 56, 55]
[56, 48, 37, 47, 56, 44]
[45, 47, 56, 35, 45, 32]
[48, 43, 44, 56, 56, 53]
[52, 39, 53, 57, 57, 55]
[53, 32, 38, 45, 43, 49]
[34, 56, 57, 46, 55, 41]
[37, 45, 57, 35, 57, 60]
[51, 60, 49, 61, 49, 48]
[61, 53, 63, 46, 37, 41]
[36, 38, 58, 48, 36, 49]
[63, 53, 53, 55, 59, 51]
[43, 55, 47, 52, 54, 55]
[46, 43, 55, 35, 34, 58]
[44, 32, 48, 43, 60, 40]
[42, 59, 41, 36, 45, 61]
[48, 39, 37, 61, 37, 55]
[55, 55, 41, 63, 58, 33]
[34, 53, 61, 36, 59, 32]
[42, 36, 44, 35, 44, 55]
[52, 50, 44, 41, 56, 57]
[58, 45, 40, 48, 36, 47]
[52, 51, 38, 62, 41, 46]
[52, 56, 54, 46, 38, 45]
[38, 40, 52, 63, 58, 42]
[62, 50, 48, 47, 36, 37]
[54, 60, 32, 38, 48, 38]
[33, 50, 62, 35, 44, 57]
[50, 33, 43, 61, 33, 63]
[58, 63, 62, 61, 52, 33]
[34, 50, 54, 61, 48, 55]
[45, 46, 55, 57, 46, 46]
[41, 51, 36, 62, 42, 60]
[34, 55, 40, 55, 49, 42]
[57, 37, 38, 62, 53, 53]
[49, 56, 58, 53, 33, 35]
[58, 55, 41, 45, 60, 52]
[55, 59, 50, 55, 41, 62]
[51, 37, 55, 55, 53, 32]
[55, 56, 44, 37, 60, 63]
[54, 55, 36, 40, 63, 47]
[37, 57, 48, 43, 52, 53]
[52, 44, 36, 57, 51, 58]
[54, 40, 33, 50, 36, 42]
[42, 40, 35, 37, 53, 61]
[54, 52, 44, 44, 44, 43]
[55, 55, 36, 50, 62, 63]
[48, 54, 39, 49, 46, 60]
[58, 32, 51, 63, 50, 34]
[47, 33, 35, 58, 36, 39]
[57, 62, 63, 57, 44, 50]
[53, 45, 52, 53, 52, 49]
[34, 50, 55, 40, 60, 53]
[60, 37, 32, 44, 45, 61]
[48, 50, 48, 51, 37, 38]
[58, 41, 58, 49, 61, 54]
[60, 47, 36, 51, 62, 38]
[57, 43, 41, 42, 37, 56]
[37, 55, 48, 43, 37, 41]
[38, 54, 48, 35, 59, 32]
[39, 47, 61, 44, 57, 54]
[63, 43, 34, 45, 41, 37]
[53, 61, 57, 63, 44, 49]
[61, 45, 62, 63, 62, 35]
[47, 40, 36, 37, 46, 39]
[46, 41, 54, 41, 56, 36]
[46, 43, 62, 58, 46, 46]
